Image Name,Height,Width,Ratio
fear/images_face.png,16.008,38.013,2.375
happiness/20177276302_ae6846fc47_b_face.png,5.59,38.013,6.8
happiness/20958741469_767244862f_b_face.png,13.153,42.579,3.237
happiness/2Q__ (11)_face.png,8.276,33.242,4.016
happiness/2Q__ (2)_face.png,11.705,34.176,2.92
happiness/2Q__ (5)_face.png,6.519,36.056,5.531
happiness/2Q__ (6)_face.png,8.016,40.112,5.004
happiness/2Q__ (7)_face.png,10.548,44.045,4.176
happiness/31875662386_65df018ffc_b_face.png,7.071,42.19,5.967
happiness/364961514_bd6f9388e3_b_face.png,11.5,39.051,3.396
happiness/4798260287_5893de9068_n_face.png,4.61,34.54,7.493
happiness/5309821043_cca0e7cd31_b_face.png,3.64,33.377,9.169
happiness/6340942106_9b1c274148_b_face.png,10.512,32.0,3.044
happiness/6434983315_76ce5e251f_b_face.png,4.61,40.0,8.677
happiness/6434984317_a7802b29b6_b_face.png,7.018,35.0,4.987
happiness/7647334524_7fe96ff1f0_n_face.png,8.5,35.014,4.119
happiness/7738853942_bab6277f7f_n_face.png,5.852,43.738,7.474
happiness/7888301572_ec440d2f92_b_face.png,8.062,41.012,5.087
happiness/8408444379_dffc262d3b_b_face.png,10.548,44.045,4.176
happiness/9k_ (1)_face.png,9.014,43.105,4.782
happiness/9k_ (2)_face.png,7.159,39.459,5.512
happiness/9k_ (3)_face.png,10.966,39.217,3.576
happiness/9k_ (4)_face.png,6.021,39.051,6.486
happiness/9k_ (9)_face.png,5.22,38.328,7.342
happiness/9k__face.png,10.5,44.011,4.192
happiness/Z (2)_face.png,6.103,38.601,6.325
happiness/Z (5)_face.png,7.762,40.447,5.211
happiness/Z (8)_face.png,10.595,33.526,3.164
happiness/Z_face.png,10.012,30.265,3.023
happiness/images (14)_face.png,10.012,39.115,3.907
happiness/images (18)_face.png,11.597,38.471,3.317
happiness/images (2)_face.png,6.083,39.115,6.431
happiness/images (20)_face.png,12.369,42.755,3.457
happiness/images (26)_face.png,9.014,41.231,4.574
happiness/images (29)_face.png,9.708,37.643,3.877
happiness/images (30)_face.png,10.5,36.0,3.429
happiness/images (34)_face.png,5.852,31.575,5.395
happiness/images (38)_face.png,6.708,39.294,5.858
happiness/images (41)_face.png,6.021,40.05,6.652
happiness/images (49)_face.png,8.559,41.0,4.79
happiness/images (54)_face.png,7.517,36.125,4.806
happiness/images (56)_face.png,12.53,40.497,3.232
happiness/images (66)_face.png,5.5,37.014,6.73
happiness/images (68)_face.png,10.548,44.181,4.189
happiness/images (71)_face.png,6.083,41.304,6.79
happiness/images (74)_face.png,13.153,44.721,3.4
happiness/images (77)_face.png,6.576,43.046,6.546
happiness/images (80)_face.png,7.616,28.636,3.76
happiness/images (81)_face.png,13.342,44.721,3.352
happiness/images (83)_face.png,3.606,37.336,10.355
happiness/images (85)_face.png,8.062,43.186,5.357
happiness/images (86)_face.png,7.159,40.05,5.594
happiness/images (89)_face.png,7.159,37.336,5.215
happiness/images (94)_face.png,5.0,41.049,8.21
happiness/images (96)_face.png,5.59,35.057,6.271
happiness/images (98)_face.png,10.012,42.048,4.2
happiness/images (99)_face.png,8.062,42.19,5.233
happiness/images - 2020-11-05T231224.357_face.png,14.009,46.011,3.284
happiness/images - 2020-11-05T231233.827_face.png,5.099,30.15,5.913
happiness/images - 2020-11-05T231244.548_face.png,6.083,41.049,6.748
happiness/images - 2020-11-05T231316.850_face.png,4.61,40.311,8.745
happiness/images - 2020-11-05T231335.378_face.png,8.559,40.112,4.687
happiness/images - 2020-11-05T231343.438_face.png,8.0,41.11,5.139
happiness/images - 2020-11-05T231350.574_face.png,5.5,39.013,7.093
happiness/images - 2020-11-05T231353.031_face.png,10.05,40.05,3.985
happiness/images - 2020-11-05T231416.222_face.png,7.28,39.319,5.401
happiness/images - 2020-11-06T000152.859_face.png,7.566,36.125,4.774
happiness/images - 2020-11-06T000225.980_face.png,5.657,38.91,6.878
happiness/images - 2020-11-06T000243.296_face.png,13.038,48.094,3.689
happiness/images - 2020-11-06T000332.733_face.png,6.0,37.014,6.169
happiness/images - 2020-11-06T000348.701_face.png,9.124,35.228,3.861
happiness/images - 2020-11-06T000354.604_face.png,2.5,35.0,14.0
happiness/images - 2020-11-06T000416.684_face.png,8.0,33.015,4.127
happiness/images - 2020-11-06T000422.795_face.png,10.012,41.049,4.1
happiness/images - 2020-11-06T000440.628_face.png,5.099,38.053,7.463
happiness/images - 2020-11-06T000606.247_face.png,6.576,33.015,5.02
happiness/images - 2020-11-06T001008.362_face.png,8.559,44.181,5.162
happiness/images - 2020-11-06T001009.695_face.png,6.708,35.171,5.243
happiness/images - 2020-11-06T001025.571_face.png,9.618,42.19,4.387
happiness/images - 2020-11-06T001116.411_face.png,3.5,41.0,11.714
happiness/images - 2020-11-06T001126.763_face.png,9.513,40.012,4.206
happiness/images - 2020-11-06T001129.340_face.png,8.5,41.049,4.829
happiness/images - 2020-11-06T001153.397_face.png,12.01,46.174,3.844
happiness/images - 2020-11-06T001155.610_face.png,11.011,35.128,3.19
happiness/images - 2020-11-06T001202.740_face.png,7.517,40.2,5.348
happiness/images - 2020-11-06T001310.910_face.png,11.0,44.045,4.004
happiness/images - 2020-11-06T001313.123_face.png,6.403,33.121,5.173
happiness/images - 2020-11-06T001317.214_face.png,3.162,37.121,11.739
happiness/images - 2020-11-06T001325.601_face.png,8.544,34.205,4.003
happiness/images - 2020-11-06T001332.798_face.png,10.689,41.437,3.877
happiness/images - 2020-11-06T001937.587_face.png,13.537,43.046,3.18
happiness/images - 2020-11-06T002031.707_face.png,5.523,38.013,6.883
happiness/images - 2020-11-06T002038.817_face.png,9.513,33.377,3.508
happiness/images - 2020-11-06T002042.733_face.png,9.513,17.029,1.79
happiness/images - 2020-11-06T002121.561_face.png,8.515,45.044,5.29
happiness/images - 2020-11-06T002140.567_face.png,9.708,44.407,4.574
happiness/images - 2020-11-06T002158.190_face.png,9.055,40.012,4.419
happiness/images - 2020-11-06T002215.649_face.png,10.607,37.054,3.493
happiness/images - 2020-11-06T002244.669_face.png,11.011,47.043,4.272
happiness/images - 2020-11-06T002251.643_face.png,5.852,34.366,5.872
happiness/images - 2020-11-06T002403.783_face.png,4.61,36.125,7.837
happiness/images - 2020-11-06T002812.022_face.png,8.515,45.011,5.286
happiness/images - 2020-11-06T002823.950_face.png,7.159,38.118,5.325
happiness/images - 2020-11-06T002842.136_face.png,11.045,41.11,3.722
happiness/images - 2020-11-06T002846.237_face.png,8.515,36.0,4.228
happiness/images - 2020-11-06T002847.377_face.png,12.258,40.311,3.289
happiness/images - 2020-11-06T002848.596_face.png,5.59,42.19,7.547
happiness/images - 2020-11-06T002848.923_face.png,9.487,38.328,4.04
happiness/images - 2020-11-06T002912.094_face.png,10.05,40.112,3.991
happiness/images - 2020-11-06T002919.421_face.png,10.012,40.012,3.996
happiness/images - 2020-11-06T002921.747_face.png,8.5,30.083,3.539
happiness/images - 2020-11-06T003003.699_face.png,3.64,38.053,10.454
happiness/images - 2020-11-06T003044.771_face.png,10.012,40.012,3.996
happiness/images - 2020-11-06T003053.307_face.png,8.559,41.195,4.813
happiness/images - 2020-11-06T003054.898_face.png,7.566,39.013,5.156
happiness/images - 2020-11-06T003057.916_face.png,10.0,38.013,3.801
happiness/images - 2020-11-06T003109.836_face.png,11.511,40.0,3.475
happiness/images - 2020-11-06T003112.639_face.png,10.7,40.0,3.738
happiness/images - 2020-11-06T003127.232_face.png,9.055,37.216,4.11
happiness/images - 2020-11-06T003132.252_face.png,7.28,43.417,5.964
happiness/images - 2020-11-06T003509.157_face.png,8.559,35.057,4.096
happiness/images - 2020-11-06T003749.911_face.png,10.012,43.012,4.296
happiness/images - 2020-11-06T003755.825_face.png,6.946,36.401,5.24
happiness/images - 2020-11-06T004008.124_face.png,8.515,22.091,2.594
happiness/images - 2020-11-06T004028.346_face.png,5.099,40.012,7.847
happiness/images - 2020-11-06T004112.943_face.png,9.552,43.046,4.506
happiness/images - 2020-11-06T004131.712_face.png,10.607,45.1,4.252
happiness/images - 2020-11-06T004156.690_face.png,10.012,43.012,4.296
happiness/images - 2020-11-06T004407.971_face.png,9.014,34.015,3.774
happiness/images - 2020-11-06T004414.822_face.png,4.0,37.054,9.264
happiness/images - 2020-11-06T004419.101_face.png,9.014,41.11,4.561
happiness/images - 2020-11-06T004434.948_face.png,6.576,41.195,6.264
happiness/images - 2020-11-06T004438.646_face.png,7.071,39.051,5.523
happiness/images - 2020-11-06T004455.157_face.png,11.18,32.757,2.93
happiness/images - 2020-11-06T004458.164_face.png,10.607,45.277,4.269
happiness/images - 2020-11-06T004517.818_face.png,9.962,36.674,3.681
happiness/images - 2020-11-06T004534.759_face.png,13.01,39.115,3.007
happiness/images - 2020-11-06T004545.263_face.png,5.099,35.057,6.875
happiness/images - 2020-11-06T004551.503_face.png,6.5,20.224,3.111
happiness/images - 2020-11-06T004552.658_face.png,7.28,36.125,4.962
happiness/images - 2020-11-06T004559.329_face.png,4.0,43.105,10.776
happiness/images - 2020-11-06T004611.245_face.png,8.062,39.319,4.877
happiness/images - 2020-11-06T004612.321_face.png,6.5,38.0,5.846
happiness/images - 2020-11-06T004613.736_face.png,9.055,42.012,4.639
happiness/images - 2020-11-06T004620.208_face.png,5.59,26.019,4.654
happiness/images - 2020-11-06T004620.934_face.png,10.0,37.054,3.705
happiness/images - 2020-11-06T004627.688_face.png,8.0,41.11,5.139
happiness/images - 2020-11-06T004630.216_face.png,12.042,39.115,3.248
happiness/images - 2020-11-06T004634.238_face.png,12.042,49.092,4.077
happiness/images - 2020-11-06T004641.812_face.png,8.016,40.112,5.004
happiness/images - 2020-11-06T004645.069_face.png,9.192,43.174,4.697
happiness/images - 2020-11-06T004649.436_face.png,4.743,36.497,7.694
happiness/images - 2020-11-06T004654.034_face.png,9.0,41.11,4.568
happiness/images - 2020-11-06T004710.134_face.png,6.185,30.067,4.861
happiness/images - 2020-11-06T004741.042_face - Copy.png,8.062,42.107,5.223
happiness/images - 2020-11-06T004741.042_face.png,8.062,42.107,5.223
happiness/images - 2020-11-06T004743.509_face - Copy.png,9.5,41.049,4.321
happiness/images - 2020-11-06T004744.910_face - Copy.png,8.515,41.0,4.815
happiness/images - 2020-11-06T004745.308_face.png,8.062,39.013,4.839
happiness/images - 2020-11-06T004751.525_face - Copy.png,5.025,36.014,7.167
happiness/images - 2020-11-06T005502.936_face.png,13.583,44.283,3.26
happiness/images - 2020-11-06T005510.183_face.png,8.062,33.136,4.11
happiness/images - 2020-11-06T005541.276_face.png,7.0,37.0,5.286
happiness/images - 2020-11-06T005606.171_face.png,11.18,32.757,2.93
happiness/images - 2020-11-06T005619.200_face.png,9.487,40.025,4.219
happiness/images - 2020-11-06T005622.592_face.png,10.05,36.222,3.604
happiness/images - 2020-11-06T005656.355_face.png,7.018,40.05,5.707
happiness/images - 2020-11-06T005700.648_face.png,9.962,36.674,3.681
happiness/images - 2020-11-06T005734.695_face.png,8.515,43.012,5.051
happiness/images - 2020-11-06T005741.055_face.png,7.018,41.012,5.844
happiness/images - 2020-11-06T005808.703_face.png,6.671,36.674,5.498
happiness/images - 2020-11-06T005815.417_face.png,10.308,41.773,4.053
happiness/images - 2020-11-06T005904.309_face.png,10.548,44.283,4.198
happiness/images - 2020-11-06T005941.267_face.png,9.0,41.049,4.561
happiness/images - 2020-11-06T005957.860_face.png,9.487,45.891,4.837
happiness/images - 2020-11-06T010014.008_face.png,5.59,35.355,6.325
happiness/images - 2020-11-06T010018.916_face.png,9.0,43.0,4.778
happiness/images - 2020-11-06T010025.815_face.png,4.743,36.056,7.601
happiness/images - 2020-11-06T010047.314_face.png,10.012,45.1,4.504
happiness/images - 2020-11-06T181648.066_face.png,6.519,29.017,4.451
happiness/images - 2020-11-06T181654.083_face - Copy.png,6.576,40.112,6.099
happiness/images - 2020-11-06T181702.164_face - Copy.png,8.062,34.015,4.219
happiness/images - 2020-11-06T181703.070_face.png,9.394,38.897,4.141
happiness/images - 2020-11-06T181706.706_face - Copy.png,5.0,39.013,7.803
happiness/images - 2020-11-06T181722.634_face.png,7.071,41.049,5.805
happiness/images - 2020-11-06T181731.502_face.png,8.559,36.125,4.221
happiness/images - 2020-11-06T181741.293_face.png,10.512,40.0,3.805
happiness/images - 2020-11-06T181747.511_face.png,6.325,39.319,6.217
happiness/images - 2020-11-06T181808.014_face.png,12.0,40.0,3.333
happiness/images - 2020-11-06T181815.082_face.png,6.0,38.013,6.336
happiness/images - 2020-11-06T181826.755_face.png,9.552,43.186,4.521
happiness/images - 2020-11-06T181839.082_face.png,7.566,37.121,4.906
happiness/images - 2020-11-06T182422.957_face.png,8.631,38.21,4.427
happiness/images - 2020-11-06T182426.491_face.png,9.552,37.121,3.886
happiness/images - 2020-11-06T182438.057_face.png,8.0,43.0,5.375
happiness/images - 2020-11-06T182456.505_face.png,4.61,38.013,8.246
happiness/images - 2020-11-06T182502.896_face.png,6.964,37.656,5.407
happiness/images - 2020-11-06T182512.282_face.png,9.513,40.112,4.217
happiness/images - 2020-11-06T182536.496_face.png,9.0,41.0,4.556
happiness/images - 2020-11-06T182537.528_face.png,6.0,43.0,7.167
happiness/images - 2020-11-06T182552.708_face.png,7.0,36.014,5.145
happiness/images - 2020-11-06T182555.515_face.png,8.0,38.013,4.752
happiness/images - 2020-11-06T182605.418_face.png,12.166,44.283,3.64
happiness/images - 2020-11-06T182610.264_face.png,11.102,44.045,3.967
happiness/images - 2020-11-06T182620.259_face.png,9.487,42.426,4.472
happiness/images - 2020-11-06T182644.188_face.png,5.408,34.713,6.418
happiness/images - 2020-11-06T182644.496_face.png,9.055,33.061,3.651
happiness/images_face.png,7.649,39.115,5.114
happiness/images - 2020-11-06T182700.496_face.png,6.576,41.11,6.251
happiness/images - 2020-11-06T182732.623_face.png,8.062,40.112,4.975
happiness/images - 2020-11-06T182751.727_face.png,5.59,37.054,6.628
happiness/images - 2020-11-06T183201.836_face.png,4.528,40.012,8.837
happiness/images - 2020-11-06T183209.404_face.png,5.0,36.014,7.203
happiness/images - 2020-11-06T183255.619_face.png,6.5,30.017,4.618
happiness/images - 2020-11-06T183312.676_face.png,7.566,39.115,5.17
happiness/images - 2020-11-06T183329.312_face.png,10.607,36.125,3.406
happiness/images - 2020-11-06T183347.848_face.png,7.649,46.098,6.027
happiness/images - 2020-11-06T183350.406_face.png,6.708,37.108,5.532
happiness/images - 2020-11-06T183353.923_face.png,6.0,38.0,6.333
happiness/images - 2020-11-06T183359.806_face.png,9.014,37.014,4.106
happiness/images - 2020-11-06T183518.365_face.png,8.5,27.074,3.185
happiness/images - 2020-11-06T183521.615_face.png,8.559,41.304,4.826
happiness/images - 2020-11-06T183526.165_face.png,8.0,37.0,4.625
happiness/images - 2020-11-06T183541.203_face.png,10.0,39.0,3.9
happiness/images - 2020-11-06T183559.935_face.png,7.159,38.601,5.392
happiness/images - 2020-11-06T183603.524_face.png,10.548,42.107,3.992
happiness/images - 2020-11-06T183604.947_face.png,13.537,47.17,3.485
happiness/images - 2020-11-06T183626.791_face.png,7.517,36.0,4.789
happiness/images - 2020-11-06T183639.889_face.png,10.607,34.234,3.228
happiness/images - 2020-11-06T183644.413_face.png,10.0,43.0,4.3
happiness/images - 2020-11-06T183646.702_face.png,10.5,40.012,3.811
happiness/images - 2020-11-06T184242.530_face.png,5.025,39.0,7.761
happiness/images - 2020-11-06T184253.970_face.png,9.014,40.0,4.438
happiness/images - 2020-11-06T184255.588_face.png,6.519,38.013,5.831
happiness/images - 2020-11-06T184306.773_face.png,9.22,40.608,4.405
happiness/images - 2020-11-06T184312.443_face.png,11.045,44.181,4.0
happiness/images - 2020-11-06T184315.365_face.png,10.012,38.0,3.795
happiness/images - 2020-11-06T184323.179_face.png,7.018,40.05,5.707
happiness/images - 2020-11-06T184359.000_face.png,9.0,40.112,4.457
happiness/images - 2020-11-06T184431.794_face.png,7.018,40.012,5.702
happiness/images - 2020-11-06T184449.975_face.png,5.22,41.012,7.857
happiness/images - 2020-11-06T184503.909_face.png,7.566,39.115,5.17
happiness/images - 2020-11-06T184510.146_face.png,10.548,37.014,3.509
happiness/images - 2020-11-06T184529.760_face.png,10.112,40.447,4.0
happiness/images - 2020-11-06T184547.272_face.png,8.0,41.0,5.125
happiness/images - 2020-11-06T184612.774_face.png,11.045,43.186,3.91
happiness/images - 2020-11-06T184618.734_face.png,8.062,40.012,4.963
happiness/images - 2020-11-06T185316.409_face.png,11.543,41.012,3.553
happiness/images - 2020-11-06T185433.303_face.png,13.086,42.297,3.232
happiness/images - 2020-11-06T185434.953_face.png,5.025,39.0,7.761
happiness/images - 2020-11-06T185527.270_face.png,9.618,42.107,4.378
happiness/images - 2020-11-06T190125.783_face.png,9.708,35.847,3.692
happiness/images - 2020-11-06T190126.069_face.png,4.031,39.0,9.675
happiness/images - 2020-11-06T190133.186_face.png,3.5,39.013,11.147
happiness/images - 2020-11-06T190143.163_face.png,9.22,40.608,4.405
happiness/images - 2020-11-06T190200.248_face.png,8.016,43.012,5.366
happiness/images - 2020-11-06T192006.366_face.png,9.055,40.05,4.423
happiness/images - 2020-11-06T192008.669_face.png,10.05,35.057,3.488
happiness/images - 2020-11-06T192009.535_face.png,10.92,24.042,2.202
happiness/images - 2020-11-06T192012.116_face.png,7.649,39.115,5.114
happiness/images - 2020-11-06T192012.714_face.png,13.038,43.186,3.312
happiness/images - 2020-11-06T192013.906_face.png,7.433,35.777,4.813
happiness/images - 2020-11-06T192014.230_face.png,10.112,39.115,3.868
happiness/images - 2020-11-06T192018.258_face.png,7.0,41.012,5.859
happiness/images - 2020-11-06T192018.877_face.png,6.021,40.05,6.652
happiness/images - 2020-11-06T192021.232_face.png,5.025,41.11,8.181
happiness/images - 2020-11-06T192023.613_face.png,4.743,39.319,8.289
happiness/images - 2020-11-06T192023.921_face.png,6.801,36.346,5.344
happiness/images - 2020-11-06T192024.627_face.png,9.055,41.012,4.529
happiness/images - 2020-11-06T192025.986_face.png,2.121,39.051,18.409
happiness/images - 2020-11-06T192027.480_face.png,7.762,37.483,4.829
happiness/images - 2020-11-06T192028.111_face.png,2.693,42.107,15.638
happiness/images - 2020-11-06T192028.395_face.png,9.014,42.048,4.665
happiness/images - 2020-11-06T192031.657_face.png,12.042,45.044,3.741
happiness/images - 2020-11-06T192033.234_face.png,11.0,38.053,3.459
happiness/images - 2020-11-06T192037.158_face.png,4.123,40.2,9.75
happiness/images - 2020-11-06T192037.466_face.png,9.055,43.046,4.754
happiness/images - 2020-11-06T192037.999_face.png,9.22,43.29,4.695
happiness/images - 2020-11-06T192038.652_face.png,7.517,39.013,5.19
happiness/images - 2020-11-06T192044.490_face.png,3.64,39.205,10.77
happiness/images - 2020-11-06T192048.013_face.png,11.413,37.696,3.303
happiness/images - 2020-11-06T192053.426_face.png,13.657,34.482,2.525
happiness/images - 2020-11-06T192054.364_face.png,9.014,34.0,3.772
happiness/images - 2020-11-06T192057.879_face.png,5.0,34.015,6.803
happiness/images - 2020-11-06T192100.517_face.png,14.0,44.045,3.146
happiness/images - 2020-11-06T192101.522_face.png,8.016,41.195,5.139
happiness/images - 2020-11-06T192103.947_face.png,12.0,42.012,3.501
happiness/images - 2020-11-06T192104.293_face.png,11.8,40.497,3.432
happiness/images - 2020-11-06T192105.002_face.png,9.0,41.049,4.561
happiness/images - 2020-11-06T192105.402_face.png,6.5,25.942,3.991
